F1	#edp_depmorp_포승읍-@-NNG
F6748	경제학자-@-NNG
F7961	#edp_depmorp_번지-@-NNG
F7758	#edp_arg1_mod_내란-@-NNG
F6750	#edp_dependency_하-@-VV--것-@-NNB--그리-@-VV--전설-@-NNG
F2701	#edp_dependency_up||NP--up||NP--up||NP_AJT--up||VP--down||NP_AJT--down||
F7569	#edp_arg1_mod_회사-@-NNG
F6533	#edp_depmorp_돌아오-@-VV
F8128	#edp_depmorp_일원-@-NNG
F5949	계약만료-@-NNG
F6940	#edp_depmorp_받아치-@-VV
F2702	#edp_depmorp_솔-@-NNG
F647	혐의-@-NNG
F4756	함대-@-NNG
F2703	#edp_dependency_down||NP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||NP--down||
F1802	#edp_arg1_mod_엔딩-@-NNG
F6753	#edp_dependency_백업-@-NNG--그-@-NP--출전하-@-VV--겪-@-VV--이적하-@-VV
F6754	윤보선-@-NNG
F2704	#edp_depmorp_애플리케이션-@-NNG
F6756	#edp_dependency_파울리스타-@-NNG
F2706	#edp_dependency_up||NP_AJT--up||VP--up||VP--down||NP_OBJ--down||
F648	#edp_dependency_down||VP_MOD--down||NP_SBJ--down||
F2707	#edp_depmorp_동쪽-@-NNG
F4759	김일성-@-NNG
F7293	#edp_dependency_down||VP_MOD--down||NP_OBJ--down||
F650	#edp_dependency_down||NP_CNJ--down||NP--down||NP--down||
F6151	#edp_arg1_mod_개국공신-@-NNG
F4191	#edp_depmorp_낙점시키-@-VV
F4647	#edp_depmorp_캐스팅-@-NNG
F5571	#edp_depmorp_루-@-NNG
F2708	오타와-@-NNG
F5503	#edp_depmorp_발전시키-@-VV
F2709	로맨스-@-NNG
F4761	#edp_dependency_옮기-@-VV
F8010	#edp_depmorp_신정완-@-NNG
F652	#edp_depmorp_운행되-@-VV
F6759	경쟁-@-NNG
F151	정-@-NNG
F6101	#edp_depmorp_봉쇄하-@-VV
F653	#edp_depmorp_농어아목-@-NNG
F4762	정차역-@-NNG
F1552	#edp_depmorp_매니악스-@-NNG
F7917	#edp_depmorp_윤치창-@-NNG
F4308	#edp_dependency_속하-@-VV--일종-@-NNG
F654	알려지-@-VV
F655	#edp_depmorp_특별-@-NNG
F2711	#edp_dependency_up||NP_MOD--up||NP_OBJ--up||VP_MOD--up||NP_SBJ--up||VP_MOD--up||NP_SBJ--up||VP--down||NP_SBJ--down||
F656	초반-@-NNG
F4764	통근형-@-NNG
F2712	#edp_depmorp_수성구-@-NNG
F3956	#edp_dependency_up||NP_AJT--up||VNP--down||
F96	수원-@-NNG
F2713	충청북도-@-NNG
F657	#edp_depmorp_발각되-@-VV
F6763	한때-@-NNG
F2714	#edp_depmorp_싸우-@-VV
F2715	진행되-@-VV
F4766	실학자-@-NNG
F3420	#edp_depmorp_기여하-@-VV
F6765	#edp_depmorp_받-@-VV
F6825	터키-@-NNG
F6285	#edp_arg1_mod_회말-@-NNG
F5913	#edp_depmorp_축제-@-NNG
F6766	#edp_arg1_mod_시트콤-@-NNG
F2717	컴퓨터-@-NNG
F7517	#edp_depmorp_개개비속-@-NNG
F659	#edp_arg1_mod_여객철도-@-NNG
F2718	창녕군-@-NNG
F7008	#edp_depmorp_오쿠이즈모-@-NNG
F7842	#edp_depmorp_대한민국-@-NNG
F6241	#edp_depmorp_포커스-@-NNG
F7553	#edp_depmorp_계열-@-NNG
F4769	#edp_dependency_up||NP_AJT--up||AP--up||VP--down||NP_OBJ--down||VP_MOD--down||VP--down||NP_OBJ--down||NP_MOD--down||
F8083	#edp_depmorp_관리하-@-VV
F3754	#edp_depmorp_모집하-@-VV
F6229	지내-@-VV
F6769	#edp_dependency_up||VP--up||VP_MOD--up||NP_SBJ--down||
F3177	백-@-NR
F4770	#edp_dependency_인조-@-NNG
F2719	#edp_arg1_mod_설치되-@-VV
F2720	전쟁-@-NNG
F7576	승부-@-NNG
F2721	주력-@-NNG
F6770	#edp_depmorp_가르치-@-VV
F6771	#edp_dependency_거두-@-VV
F661	대형-@-NNG
F2722	최종-@-NNG
F6772	#edp_dependency_구간-@-NNG
F4771	#edp_depmorp_역이용하-@-VV
F662	한국철도공사-@-NNG
F4772	#edp_depmorp_자-@-VV
F4773	#edp_arg1_mod_방영되-@-VV
F4774	#edp_arg1_mod_구단-@-NNG
F4036	#edp_dependency_위치하-@-VV--효자동-@-NNG--남구-@-NNG--포항시-@-NNG
F6773	#edp_dependency_up||VP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F4041	#edp_depmorp_쇼-@-NNG
F6774	#edp_depmorp_극장-@-NNG
F663	#edp_dependency_발표하-@-VV
F2723	별도-@-NNG
F2724	초대-@-NNG
F4050	#edp_depmorp_실행하-@-VV
F2725	#edp_depmorp_수용하-@-VV
F2726	#edp_depmorp_전복시키-@-VV
F665	#edp_dependency_통일되-@-VV--지역-@-NNG--북부-@-NNG
F666	#edp_dependency_up||VNP--down||NP--down||
F667	연안-@-NNG
F6777	#edp_dependency_up||VP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F8138	#edp_dependency_시즈오카-@-NNG
F6778	#edp_dependency_up||VP--up||VP_MOD--up||NP_OBJ--up||VP--down||VP--down||
F4778	덧붙이-@-VV
F2727	#edp_depmorp_데려오-@-VV
F668	#edp_depmorp_전달하-@-VV
F669	#edp_arg1_mod_팀-@-NNG
F6779	#edp_dependency_등-@-NNB
F670	#edp_depmorp_진주시-@-NNG
F2729	#edp_depmorp_동물-@-NNG
F6477	#edp_dependency_up||NP_OBJ--up||VP--up||VP--down||NP_OBJ--down||
F671	#edp_arg1_mod_주-@-VV
F6780	가계-@-NNG
F793	#edp_arg1_mod_월-@-NNB
F4195	#edp_depmorp_광진구-@-NNG
F672	베이스-@-NNG
F673	#edp_depmorp_니미-@-NNG
F2730	지역-@-NNG
F2	운수-@-NNG
F6680	빌딩-@-NNG
F4781	그렇-@-VA
F674	#edp_depmorp_협연-@-NNG
F2732	#edp_dependency_down||NP_MOD--down||VP_MOD--down||NP_AJT--down||NP--down||
F675	#edp_arg2_mod_겸-@-NNB
F676	#edp_depmorp_카랑뵈-@-NNG
F4784	#edp_depmorp_홍윤성-@-NNG
F2733	#edp_dependency_up||NP_AJT--up||VP--down||NP_AJT--down||VP_MOD--down||VP--down||
F1951	두-@-VV
F4559	밴드-@-NNG
F25	막내-@-NNG
F4785	지부-@-NNG
F7869	#edp_dependency_down||NP_AJT--down||NP_MOD--down||
F4786	#edp_arg1_mod_부산광역시-@-NNG
F6788	앨범-@-NNG
F6174	#edp_dependency_투입되-@-VV
F4787	#edp_dependency_만들-@-VV
F33	#edp_dependency_up||NP--down||NP--down||X--down||
F6790	#edp_depmorp_멸망시키-@-VV
F2734	#edp_arg1_mod_작곡가-@-NNG
F2735	#edp_arg1_mod_문하시중-@-NNG
F4116	#edp_depmorp_정권-@-NNG
F6791	#edp_depmorp_꼽-@-VV
F4788	#edp_depmorp_성리학-@-NNG
F4789	#edp_dependency_사회주의-@-NNG
F3017	#edp_depmorp_소속-@-NNG
F3530	왕실-@-NNG
F2738	#edp_depmorp_이벤트-@-NNG
F4124	#edp_depmorp_라인-@-NNG
F2739	#edp_depmorp_분류하-@-VV
F6793	산-@-NNG
F3248	#edp_depmorp_의사-@-NNG
F4197	가와사키-@-NNG
F4790	#edp_depmorp_수여-@-NNG
F681	#edp_depmorp_중복되-@-VV
F682	#edp_depmorp_김현철_-@-NNG
F683	#edp_depmorp_계속되-@-VV
F4136	#edp_dependency_down||X--down||VP--down||NP_SBJ--down||
F4142	#edp_dependency_up||AP--up||VP--down||VP--down||VP--down||VP--down||
F684	#edp_depmorp_박정양-@-NNG
F2742	#edp_depmorp_손자-@-NNG
F6796	지방-@-NNG
F2743	#edp_depmorp_내리-@-VV
F3333	#edp_depmorp_도시-@-NNG
F4792	#edp_depmorp_주관하-@-VV
F2744	#edp_depmorp_이르-@-VV
F6471	#edp_dependency_정당-@-NNG
F6797	충북-@-NNG
F685	중견수-@-NNG
F7941	#edp_depmorp_심리학자-@-NNG
F686	#edp_depmorp_아스타나-@-NNG
F2745	#edp_dependency_up||NP_OBJ--up||VP--down||VP--down||NP_SBJ--down||
F4793	전체-@-NNG
F687	#edp_depmorp_재회하-@-VV
F5917	#edp_arg1_mod_지도자-@-NNG
F2746	#edp_arg1_mod_화성시-@-NNG
F2747	막스-@-NNG
F4794	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||
F2748	#edp_arg1_mod_주석-@-NNG
F2749	제프-@-NNG
F4176	음력-@-NNG
F4178	서울특별시-@-NNG
F6799	#edp_depmorp_천문학자-@-NNG
F6800	#edp_depmorp_태극논쟁-@-NNG
F2750	#edp_depmorp_이토시마-@-NNG
F689	시라하마-@-NNG
F6801	#edp_depmorp_공헌하-@-VV
F4184	#edp_depmorp_독일-@-NNG
F4795	#edp_depmorp_제후들-@-NNG
F4187	#edp_dependency_참가하-@-VV
F2751	#edp_depmorp_강원도-@-NNG
F3148	에이드리-@-NNG
F692	#edp_depmorp_서식하-@-VV
F6802	#edp_arg1_mod_선발-@-NNG
F693	베네벤토-@-NNG
F6248	페리-@-NNG
F2753	#edp_dependency_down||NP_AJT--down||VP_MOD--down||NP_SBJ--down||
F2754	선거-@-NNG
F109	총리-@-NNG
F2755	아제르바이잔인-@-NNG
F2756	#edp_depmorp_합병되-@-VV
F7479	#edp_dependency_경전선-@-NNG--분기점-@-NNG--신호-@-NNG--제어하-@-VV--역-@-NNG--있-@-VA--우산동-@-NNG--광산구-@-NNG
F4797	#edp_dependency_수반하-@-VV--전환-@-NNG
F4798	#edp_depmorp_대통령-@-NNG
F4799	전통적-@-NNG
F5314	#edp_depmorp_상태-@-NNG
F697	#edp_depmorp_대신들-@-NNG
F2757	#edp_depmorp_건국-@-NNG
F698	#edp_depmorp_남자-@-NNG
F8148	블랙번-@-NNG
F4800	#edp_dependency_골키퍼-@-NNG
F7348	#edp_depmorp_베를렌-@-NNG
F3181	#edp_depmorp_외-@-NNB
F6804	#edp_arg1_mod_이적하-@-VV
F4801	#edp_dependency_삼진-@-NNG--회초-@-NNG--차전-@-NNB
F2759	이민-@-NNG
F2760	#edp_depmorp_나카코마-@-NNG
F699	#edp_depmorp_백성욱-@-NNG
F4229	#edp_dependency_down||VP_MOD--down||NP_AJT--down||NP--down||
F6483	#edp_depmorp_시대-@-NNG
F4235	#edp_dependency_up||NP_CNJ--up||NP--up||NP_MOD--up||VNP--down||NP_SBJ--down||
F4803	저수지-@-NNG
F700	고정-@-NNG
F4804	편-@-NNB
F701	대구광역시-@-NNG
F4805	#edp_depmorp_요세프-@-NNG
F162	#edp_dependency_참석하-@-VV--표명하-@-VV--견해-@-NNG
F6907	#edp_dependency_역-@-NNG--환승-@-NNG--가능하-@-VA
F5229	비치-@-NNG
F474	#edp_depmorp_리-@-NNG
F2763	#edp_dependency_유품-@-NNG--전시하-@-VV--마련하-@-VV--캠퍼스-@-NNG--있-@-VA--죽전동-@-NNG--수지구-@-NNG--용인시-@-NNG
F2764	#edp_arg1_mod_경상남도-@-NNG
F6811	#edp_dependency_철도역-@-NNG--있-@-VA--장흥면-@-NNG--양주시-@-NNG
F2765	#edp_dependency_up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F2766	#edp_arg2_mod_작-@-VA
F2767	#edp_depmorp_군락-@-NNG
F6812	#edp_dependency_up||NP--up||NP_SBJ--up||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||
F7582	통하-@-VV
F57	#edp_depmorp_장군면-@-NNG
F702	자들-@-NNB
F703	#edp_arg1_mod_파라나_주_-@-NNG
F4808	#edp_depmorp_북부-@-NNG
F2769	#edp_depmorp_소홀하-@-VA
F6814	#edp_depmorp_공유하-@-VV
F704	#edp_arg2_mod_년대-@-NNB
F4278	#edp_depmorp_때-@-NNG
F4283	#edp_dependency_때-@-NNG--일하-@-VV--류득공-@-NNG--관하-@-VV--체계적-@-NNG--역사서-@-NNG--없-@-VA--통탄하-@-VV--관하-@-VV--발해-@-NNG--저술하-@-VV--참고하-@-VV--종-@-NNG--일본-@-NNG
F2770	#edp_depmorp_수-@-NNB
F6815	#edp_depmorp_북서부_주_-@-NNG
F2771	#edp_dependency_주연-@-NNG
F2772	#edp_depmorp_신하-@-NNG
F6816	게스트-@-NNG
F6299	#edp_depmorp_역-@-NNG
F3791	게리-@-NNG
F4297	#edp_depmorp_영덕동-@-NNG
F2774	학교-@-NNG
F6820	얼라이드-@-NNG
F706	왕건-@-NNG
F6836	앞서-@-VV
F707	#edp_depmorp_과-@-NNG
F708	#edp_depmorp_시부야-@-NNG
F709	치쿠호-@-NNG
F7056	#edp_depmorp_위협하-@-VV
F2775	종료-@-NNG
F4812	폰-@-NNG
F710	경기장-@-NNG
F7583	#edp_dependency_공룡-@-NNG
F6909	#edp_arg1_mod_후-@-NNG
F4813	#edp_depmorp_사로잡히-@-VV
F712	#edp_arg2_mod_존-@-NNG
F2777	#edp_depmorp_조은덕-@-NNG
F6822	#edp_depmorp_체포하-@-VV
F713	#edp_dependency_맞트레이드-@-NNG--옮기-@-VV
F4814	#edp_dependency_up||VP--down||VNP--down||VP--down||
F714	구아룰류스-@-NNG
F5924	#edp_depmorp_태생-@-NNG
F715	#edp_depmorp_지도하-@-VV
F6207	그리-@-VV
F4815	#edp_depmorp_연장되-@-VV
F6823	이희진-@-NNG
F2778	#edp_depmorp_콜럼버스_-@-NNG
F716	터널-@-NNG
F717	마찬가지-@-NNG
F718	#edp_arg1_mod_일일시트콤-@-NNG
F6824	#edp_depmorp_비토리아_-@-NNG
F6910	혈통-@-NNG
F719	#edp_depmorp_지내-@-VV
F5795	#edp_arg1_mod_좌의정-@-NNG
F4816	#edp_depmorp_개최국-@-NNG
F720	#edp_depmorp_증손녀-@-NNG
F721	#edp_dependency_있-@-VA
F7946	#edp_depmorp_항복하-@-VV
F262	#edp_dependency_토론토-@-NNG--실시되-@-VV--촬영되-@-VV
F722	#edp_dependency_제작되-@-VV--애니메이션-@-NNG
F4366	#edp_depmorp_둘러보-@-VV
F3185	초-@-NNB
F448	호남고속도로-@-NNG
F7292	#edp_depmorp_시리즈-@-NNG
F4817	#edp_arg1_mod_좌옹-@-NNG
F4202	#edp_depmorp_재임하-@-VV
F6827	#edp_depmorp_과정-@-NNG
F4818	#edp_arg1_mod_농어목-@-NNG
F6829	#edp_depmorp_세조때-@-NNG
F6830	#edp_arg2_mod_네덜란드-@-NNG
F7148	#edp_depmorp_입궐하-@-VV
F6831	최대-@-NNG
F4203	#edp_depmorp_대-@-NNB
F724	#edp_depmorp_천안-@-NNG
F6919	#edp_dependency_중심지-@-NNG--도시-@-NNG
F4081	톰-@-NNG
F7655	#edp_depmorp_사유-@-NNG
F6832	필리핀-@-NNG
F2655	#edp_depmorp_예선-@-NNG
F7252	#edp_arg1_mod_토론토-@-NNG
F725	#edp_arg2_mod_남자-@-NNG
F5126	#edp_depmorp_출발하-@-VV
F2781	손꼽히-@-VV
F727	프랑스군-@-NNG
F4406	#edp_depmorp_김민희_-@-NNG
F4820	#edp_depmorp_려하-@-VV
F4412	#edp_depmorp_시흥시-@-NNG
F730	#edp_depmorp_전역-@-NNG
F4415	#edp_depmorp_육군참모대학교-@-NNG
F7253	#edp_arg2_mod_주장하-@-VV
F309	#edp_depmorp_모이-@-VV
F4821	#edp_depmorp_수원역-@-NNG
F6834	#edp_depmorp_대중가요-@-NNG
F2785	#edp_arg1_mod_북-@-NNG
F2446	간선-@-NNG
F7162	#edp_depmorp_외야수-@-NNG
F4822	#edp_depmorp_하쿠-@-NNG
F3539	#edp_depmorp_이승연-@-NNG
F7949	시할구-@-NNG
F4824	#edp_depmorp_여성-@-NNG
F4198	#edp_dependency_정차역-@-NNG--철도역-@-NNG--소속-@-NNG--철도-@-NNG--여객철도-@-NNG--위치하-@-VV--다가오-@-VV
F733	교체-@-NNG
F5926	#edp_depmorp_서울시메트로-@-NNG
F4826	이지훈-@-NNG
F4204	#edp_arg2_mod_승리하-@-VV
F6570	#edp_dependency_down||VNP_MOD--down||
F4827	#edp_depmorp_발견되-@-VV
F734	#edp_dependency_서자-@-NNG--왕족-@-NNG
F4828	#edp_depmorp_산맥-@-NNG
F736	우크라이나-@-NNG
F589	#edp_depmorp_하원-@-NNG
F2792	#edp_dependency_여객철도-@-NNG--있-@-VA--시-@-NNG
F6837	#edp_arg1_mod_프로그램-@-NNG
F4829	#edp_dependency_여객철도-@-NNG--도카-@-NNG--있-@-VA--시-@-NNG
F6838	#edp_arg2_mod_등-@-NNB
F2793	#edp_arg1_mod_무신-@-NNG
F2794	#edp_depmorp_상록구-@-NNG
F1870	#edp_dependency_주간연속극-@-NNG
F3350	#edp_dependency_종착역-@-NNG--정차역-@-NNG--철도역-@-NNG--소속-@-NNG--철도-@-NNG--여객철도-@-NNG--위치하-@-VV--다가오-@-VV
F4830	#edp_dependency_철도역-@-NNG--있-@-VA--월명동-@-NNG--군산시-@-NNG
F4831	#edp_depmorp_저수지-@-NNG
F2795	#edp_depmorp_모닝구무스메-@-NNG
F738	구포역-@-NNG
F6840	마이즈루-@-NNG
F4832	연기자-@-NNG
F6841	#edp_depmorp_박천군-@-NNG
F4833	#edp_dependency_up||NP_CMP--up||VP--down||VP--down||
F6842	#edp_depmorp_연예인-@-NNG
F740	전반-@-NNG
F4834	#edp_dependency_활약하-@-VV
F2797	범죄-@-NNG
F742	열차-@-NNG
F6844	국내-@-NNG
F743	#edp_depmorp_권유하-@-VV
F744	#edp_dependency_up||NP--up||NP--up||NP--up||NP--up||VP_MOD--up||NP_SBJ--up||VP--down||VP--down||NP_SBJ--down||VP_MOD--down||NP_OBJ--down||
F2798	#edp_depmorp_완행선-@-NNG
F4138	지명-@-NNG
F2799	#edp_arg1_mod_민족주의자-@-NNG
F7669	다무라-@-NNG
F3540	#edp_dependency_up||NP--up||VNP--down||NP_AJT--down||
F746	#edp_depmorp_차전-@-NNB
F4835	#edp_depmorp_별명-@-NNG
F2800	프로젝트-@-NNG
F2801	#edp_dependency_up||NP--up||NP_OBJ--down||NP--down||
F4837	#edp_dependency_북부-@-NNG--있-@-VA
F6847	#edp_dependency_맞트레이드되-@-NNG--입단하-@-VV
F6848	페루-@-NNG
F747	#edp_depmorp_서손자-@-NNG
F2802	샤리-@-NNG
F811	가사마-@-NNG
F2803	#edp_dependency_up||VP--down||NP_OBJ--down||VP_MOD--down||NP_AJT--down||
F748	#edp_arg1_mod_속하-@-VV
F750	#edp_dependency_맡-@-VV
F405	#edp_depmorp_현곡면-@-NNG
F4839	#edp_dependency_up||NP--down||NP--down||NP--down||NP--down||NP--down||
F4840	#edp_depmorp_합작-@-NNG
F407	#edp_depmorp_후궁-@-NNG
F410	#edp_depmorp_입장-@-NNG
F4841	수사-@-NNG
F2804	위-@-NNB
F6851	#edp_arg1_mod_동생-@-NNG
F2805	#edp_dependency_up||NP_SBJ--up||VNP--down||NP_SBJ--down||
F6853	#edp_dependency_상암동-@-NNG--마포구-@-NNG
F4842	#edp_depmorp_구-@-NNG
F2806	#edp_dependency_up||NP_AJT--down||VP_MOD--down||NP_AJT--down||
F4546	#edp_depmorp_바치-@-VV
F4550	삼국-@-NNG
F749	#edp_dependency_기록하-@-VV--잇달-@-VV
F4844	#edp_depmorp_매제-@-NNG
F6856	#edp_dependency_up||VP_MOD--up||NP--down||
F4556	프로야구-@-NNG
F751	#edp_depmorp_내용-@-NNG
F4845	#edp_dependency_up||NP_CNJ--up||NP_OBJ--down||
F2811	#edp_depmorp_맞트레이드되-@-NNG
F6857	#edp_arg2_mod_멕시코-@-NNG
F4846	#edp_dependency_환승하-@-VV--여객철-@-NNG
F4574	두산-@-NNG
F4847	인기-@-NNG
F4848	프리킥-@-NNG
F754	#edp_dependency_up||NP_SBJ--up||VP--up||VP_MOD--up||NP_OBJ--up||VP--down||VNP--down||
F6859	#edp_dependency_down||NP--down||VP_MOD--down||
F4850	이슬람-@-NNG
F2809	#edp_depmorp_성곽-@-NNG
F6862	#edp_depmorp_청하-@-VV
F6863	#edp_depmorp_곤살레스-@-NNG
F756	#edp_arg2_mod_리그-@-NNG
F7255	#edp_arg2_mod_오스트레일리아-@-NNG
F4576	#edp_depmorp_공작-@-NNG
F4851	#edp_depmorp_뮤직-@-NNG
F5928	#edp_arg2_mod_배우-@-NNG
F5235	#edp_depmorp_경계선-@-NNG
F5589	#edp_arg2_mod_나오-@-VV
F6866	아사히-@-NNG
F4208	라디오-@-NNG
F470	걸그룹-@-NNG
F3372	#edp_depmorp_형무소-@-NNG
F1873	승인-@-NNG
F4852	#edp_depmorp_미시간-@-NNG
F6867	#edp_arg1_mod_일어나-@-VV
F6868	#edp_dependency_up||NP_OBJ--up||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||
F4853	#edp_depmorp_운행구간-@-NNG
F4854	후타바-@-NNG
F3872	#edp_depmorp_여동생-@-NNG
F4855	창원역-@-NNG
F2813	#edp_depmorp_이민우_-@-NNG
F495	#edp_dependency_down||NP--down||DP--down||NP--down||
F760	#edp_dependency_위치하-@-VV--국경-@-NNG
F761	#edp_dependency_역-@-NNG--인접하-@-VV
F4857	#edp_dependency_태종-@-NNG--건설하-@-VV--나라-@-NNG
F4613	역-@-NNG
F4858	아키타-@-NNG
F2814	#edp_dependency_빅-@-NNG
F4859	리드-@-NNG
F2815	#edp_dependency_up||VP--down||NP_AJT--down||VP_MOD--down||NP_OBJ--down||VP_MOD--down||NP_OBJ--down||
F509	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_AJT--up||VP--up||VP--down||NP_AJT--down||VNP--down||VP_MOD--down||NP_AJT--down||NP_MOD--down||
F2816	#edp_depmorp_퍼거슨-@-NNG
F4621	#edp_depmorp_관저-@-NNG
F4623	전국-@-NNG
F763	#edp_depmorp_다녀가-@-VV
F4332	#edp_arg2_mod_캐나다-@-NNG
F2817	다양하-@-VA
F764	본래-@-NNG
F4633	콜-@-NNG
F7243	#edp_depmorp_호나우지뉴-@-NNG
F6258	#edp_dependency_문신-@-NNG--중기-@-NNG
F765	마지막-@-NNG
F4641	#edp_dependency_죽이-@-VV--일으키-@-VV--대통령-@-NNG
F526	#edp_dependency_up||NP_SBJ--down||VP_MOD--down||VP--down||NP_AJT--down||NP_CNJ--down||NP--down||NP--down||
F2819	#edp_depmorp_사천시-@-NNG
F7634	#edp_depmorp_관훈동-@-NNG
F5930	#edp_depmorp_승인-@-NNG
F4864	#edp_depmorp_송도국제도시-@-NNG
F6879	#edp_dependency_up||X--up||NP_SBJ--up||VNP--down||
F2821	#edp_depmorp_기관-@-NNG
F768	#edp_depmorp_발휘하-@-VV
F6259	#edp_dependency_up||NP--up||NP--up||NP_AJT--down||
F1649	#edp_dependency_하-@-VV--대여하-@-VV--지사-@-NNG
F2822	#edp_depmorp_반발하-@-VV
F3239	#edp_depmorp_지명하-@-VV
F770	#edp_depmorp_순환선-@-NNG
F4668	이르-@-VV
F4669	#edp_depmorp_명물거리-@-NNG
F6883	#edp_depmorp_패사시키-@-VV
F2823	#edp_dependency_up||NP_OBJ--up||VP--down||AP--down||
F4867	#edp_depmorp_시기-@-NNG
F4868	#edp_dependency_up||VNP--down||VNP--down||VNP--down||NP--down||
F4869	#edp_arg2_mod_당수-@-NNG
F6885	#edp_depmorp_권선구-@-NNG
F771	본격적-@-NNG
F772	#edp_arg2_mod_포르투갈-@-NNG
F773	#edp_depmorp_매너티-@-NNG
F4870	#edp_dependency_유역-@-NNG--개발사업-@-NNG--하나-@-NR--막-@-VV--걸치-@-VV--담양군-@-NNG
F4871	오사카-@-NNG
F5511	#edp_dependency_up||NP--up||X--up||NP--down||
F4872	장군-@-NNG
F6578	#edp_depmorp_운항하-@-VV
F4873	부모-@-NNG
F774	#edp_depmorp_싱글이자-@-NNG
F4688	#edp_dependency_up||NP--up||NP_AJT--up||AP--up||VP--down||VP--down||
F4261	#edp_dependency_up||VP--down||NP_AJT--down||VP_MOD--down||
F775	#edp_depmorp_다니-@-VV
F4874	임시-@-NNG
F2827	나카교-@-NNG
F776	#edp_depmorp_갈산리-@-NNG
F777	#edp_depmorp_안성시-@-NNG
F4700	#edp_dependency_up||NP_CNJ--up||NP--up||NP--up||NP_SBJ--down||
F2828	#edp_depmorp_탄생하-@-VV
F6888	소재-@-NNG
F4876	민주당-@-NNG
F778	#edp_arg2_mod_언니-@-NNG
F779	호대-@-NNG
F1895	#edp_depmorp_동작구-@-NNG
F5932	#edp_depmorp_배려-@-NNG
F4877	일-@-NNB
F781	#edp_depmorp_산타크루스_-@-NNG
F2831	#edp_dependency_박남열-@-NNG--등-@-NNB--진용-@-NNG--갖추-@-VV--미드필더진-@-NNG
F4878	#edp_depmorp_후보-@-NNG
F5760	#edp_depmorp_방송-@-NNG
F2832	대원운수-@-NNG
F4714	#edp_depmorp_최준호-@-NNG
F4879	#edp_dependency_down||VP_MOD--down||NP_AJT--down||NP_MOD--down||
F4880	#edp_depmorp_오사카-@-NNG
F6892	#edp_dependency_이적하-@-VV--세우-@-VV--이적하-@-VV
F782	#edp_dependency_충청북도-@-NNG
F4881	#edp_dependency_우승하-@-VV
F2834	#edp_depmorp_대학교-@-NNG
F4882	#edp_depmorp_힘입-@-VV
F784	능력-@-NNG
F6894	#edp_depmorp_찾아가-@-VV
F458	방영되-@-VV
F4883	#edp_depmorp_편향-@-NNG
F626	#edp_arg1_mod_호쿠리쿠-@-NNG
F6896	니시무-@-NNG
F2836	#edp_depmorp_와타라-@-NNG
F43	#edp_depmorp_국가원수-@-NNG
F7004	#edp_depmorp_설치되-@-VV
F6897	#edp_dependency_up||NP_SBJ--up||VNP--down||VP--down||
F785	#edp_dependency_되-@-VV--알-@-VV--것-@-NNB--일어나-@-VV--가-@-VV
F7331	#edp_depmorp_미국-@-NNG
F2837	#edp_depmorp_여자형제-@-NNG
F786	#edp_dependency_up||VP--down||VP--down||NP_AJT--down||NP--down||
F4752	#edp_dependency_이전-@-NNG--나가-@-VV--우주비행사들-@-NNG--있-@-VA--인정하-@-VV--러시아-@-NNG--후신-@-NNG
F6898	이란인-@-NNG
F3101	#edp_depmorp_생겨나-@-VV
F4726	#edp_arg1_mod_리더-@-NNG
F8104	#edp_depmorp_영종도-@-NNG
F6918	#edp_depmorp_경기도-@-NNG
F787	세베로오세티야-@-NNG
F6899	승리하-@-VV
F2839	건설되-@-VV
F788	만나-@-VV
F789	등-@-NNB
F2840	#edp_depmorp_라파스_주_-@-NNG
F658	신자-@-NNG
F4147	공-@-NNG
F7958	#edp_depmorp_드라마-@-NNG
F4885	설치되-@-VV
F791	#edp_dependency_인계하-@-VV--맡-@-VV--되-@-VV--맡-@-VV--감독-@-NNG
F6901	남기-@-VV
F4886	#edp_dependency_up||VP_MOD--up||NP_SBJ--up||VP--down||NP_AJT--down||NP--down||
F7390	#edp_depmorp_마포구-@-NNG
F4888	#edp_depmorp_해룡면-@-NNG
F792	집단-@-NNG
F2842	#edp_depmorp_읊-@-VV
F6902	#edp_depmorp_혼동-@-NNG
F2855	세-@-NNB
F4783	#edp_dependency_사용하-@-VV--있-@-VA--순안구역-@-NNG
F4889	#edp_depmorp_지휘하-@-VV
F794	#edp_arg1_mod_바르셀로나-@-NNG
F6922	#edp_depmorp_이적-@-NNG
F2545	#edp_depmorp_대표하-@-VV
F796	#edp_dependency_up||VP_MOD--up||NP_AJT--up||VP_OBJ--down||
F2844	아-@-VV
F4890	허정무-@-NNG
F6903	주인공-@-NNG
F2846	#edp_depmorp_독립운동가들-@-NNG
F798	#edp_depmorp_그녀-@-NP
F690	#edp_dependency_아버지-@-NNG--관료-@-NNG--문신-@-NNG--후기-@-NNG
